dia;chuva_mm_min;chuva_mm_max;chuva_mm_mean;chuva_mm_sum;temp_c_min;temp_c_max;temp_c_mean;temp_c_sum;umidade_min;umidade_max;umidade_mean;umidade_sum;arquivo_origem;ano;mes;dia_num;estacao
2025-08-19;0.0;0.0;0.0;0.0;14.0;24.6;17.770833333333332;426.5;47.0;84.0;69.25;1662.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;19;Inverno
2025-08-20;0.0;0.0;0.0;0.0;15.0;28.5;20.8125;499.5;27.0;80.0;56.625;1359.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;20;Inverno
2025-08-21;0.0;0.0;0.0;0.0;18.4;30.7;23.379166666666663;561.1;29.0;66.0;49.208333333333336;1181.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;21;Inverno
2025-08-22;0.0;0.0;0.0;0.0;17.5;32.0;23.78695652173913;547.1;23.0;75.0;51.17391304347826;1177.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;22;Inverno
2025-08-23;0.0;0.0;0.0;0.0;20.5;30.9;25.433333333333334;610.4;17.0;50.0;30.625;735.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;23;Inverno
2025-08-24;0.0;0.0;0.0;0.0;16.0;24.6;19.091666666666665;458.2;29.0;80.0;62.625;1503.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;24;Inverno
2025-08-25;0.0;0.0;0.0;0.0;14.9;28.7;18.3375;440.1;34.0;83.0;69.625;1671.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;25;Inverno
2025-08-26;0.0;2.2;0.1166666666666666;2.8000000000000003;13.8;20.4;15.895833333333334;381.5;66.0;89.0;77.79166666666667;1867.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;26;Inverno
2025-08-27;0.0;6.0;0.5416666666666666;13.0;15.2;23.7;18.066666666666663;433.6;55.0;91.0;78.125;1875.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;27;Inverno
2025-08-28;0.0;0.0;0.0;0.0;14.9;25.5;17.778260869565216;408.9;40.0;91.0;75.78260869565217;1743.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;28;Inverno
2025-08-29;0.0;0.0;0.0;0.0;15.9;21.3;17.5625;421.5;59.0;83.0;74.29166666666667;1783.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;29;Inverno
2025-08-30;0.0;0.0;0.0;0.0;14.8;24.5;18.40833333333333;441.8;32.0;87.0;69.54166666666667;1669.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;30;Inverno
2025-08-31;0.0;0.0;0.0;0.0;14.4;25.0;18.070833333333333;433.7;42.0;86.0;71.375;1713.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;8;31;Inverno
2025-09-01;0.0;0.0;0.0;0.0;16.2;25.7;19.4375;466.5;38.0;85.0;70.04166666666667;1681.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;1;Inverno
2025-09-02;0.0;0.0;0.0;0.0;16.3;27.6;20.454166666666666;490.9;31.0;82.0;65.5;1572.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;2;Inverno
2025-09-03;0.0;0.0;0.0;0.0;14.9;27.2;20.6875;496.5;27.0;87.0;59.958333333333336;1439.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;3;Inverno
2025-09-04;0.0;0.0;0.0;0.0;15.4;28.8;21.77083333333333;522.5;20.0;74.0;46.66666666666666;1120.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;4;Inverno
2025-09-05;0.0;0.0;0.0;0.0;16.7;29.9;20.95833333333333;503.0;22.0;80.0;50.25;1206.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;5;Inverno
2025-09-06;0.0;0.0;0.0;0.0;15.1;18.8;16.504166666666666;396.1;67.0;86.0;76.20833333333333;1829.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;6;Inverno
2025-09-07;0.0;0.0;0.0;0.0;15.2;21.3;17.066666666666666;409.6;61.0;85.0;77.0;1848.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;7;Inverno
2025-09-08;0.0;0.0;0.0;0.0;16.6;29.2;20.90833333333333;501.8;41.0;84.0;68.41666666666667;1642.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;8;Inverno
2025-09-09;0.0;0.0;0.0;0.0;19.1;26.4;22.67083333333333;544.1;30.0;75.0;50.708333333333336;1217.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;9;Inverno
2025-09-10;0.0;0.0;0.0;0.0;15.4;27.0;20.03043478260869;460.7;21.0;78.0;53.82608695652174;1238.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;10;Inverno
2025-09-11;0.0;0.0;0.0;0.0;13.4;30.8;19.65;471.6;12.0;86.0;58.958333333333336;1415.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;11;Inverno
2025-09-12;0.0;0.0;0.0;0.0;14.7;21.6;17.479166666666668;419.5;38.0;78.0;60.41666666666666;1450.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;12;Inverno
2025-09-13;0.0;0.0;0.0;0.0;14.6;20.5;16.779166666666665;402.7;51.0;80.0;68.0;1632.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;13;Inverno
2025-09-14;0.0;0.0;0.0;0.0;14.1;25.6;17.404166666666665;417.7;39.0;79.0;68.875;1653.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;14;Inverno
2025-09-15;0.0;0.0;0.0;0.0;15.4;29.4;19.67083333333333;472.1;27.0;83.0;65.70833333333333;1577.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;15;Inverno
2025-09-16;0.0;0.2;0.0083333333333333;0.2;17.0;24.3;19.916666666666668;478.0;50.0;80.0;68.375;1641.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;16;Inverno
2025-09-17;0.0;0.0;0.0;0.0;16.0;24.0;18.8875;453.3;38.0;82.0;64.83333333333333;1556.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;17;Inverno
2025-09-18;0.0;0.0;0.0;0.0;14.5;24.8;18.35;440.4;45.0;80.0;67.16666666666667;1612.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;18;Inverno
2025-09-19;0.0;0.0;0.0;0.0;16.7;31.0;21.854166666666668;524.5;20.0;78.0;58.958333333333336;1415.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;19;Inverno
2025-09-20;0.0;0.0;0.0;0.0;19.0;31.9;24.429166666666664;586.3;22.0;81.0;53.708333333333336;1289.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;20;Inverno
2025-09-21;0.0;0.8;0.0416666666666666;1.0;20.5;32.5;25.47083333333333;611.3;26.0;70.0;48.208333333333336;1157.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;21;Inverno
2025-09-22;0.0;12.8;1.7000000000000002;40.8;17.9;22.2;19.92083333333333;478.1;70.0;93.0;81.45833333333333;1955.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;22;Primavera
2025-09-23;0.0;0.0;0.0;0.0;14.8;19.3;16.7625;402.3;64.0;84.0;76.125;1827.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;23;Primavera
2025-09-24;0.0;0.0;0.0;0.0;14.5;18.1;15.6875;376.5;70.0;86.0;79.83333333333333;1916.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;24;Primavera
2025-09-25;0.0;0.0;0.0;0.0;14.0;16.5;14.816666666666668;355.6;67.0;82.0;75.91666666666667;1822.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;25;Primavera
2025-09-26;0.0;0.0;0.0;0.0;12.1;19.6;14.741666666666667;353.8;49.0;87.0;70.66666666666667;1696.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;26;Primavera
2025-09-27;0.0;0.0;0.0;0.0;12.0;23.4;16.4375;394.5;40.0;82.0;64.95833333333333;1559.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;27;Primavera
2025-09-28;0.0;0.0;0.0;0.0;12.4;29.6;18.0;432.0;23.0;84.0;66.0;1584.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;28;Primavera
2025-09-29;0.0;0.0;0.0;0.0;16.3;30.7;22.33333333333333;536.0;26.0;82.0;55.833333333333336;1340.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;29;Primavera
2025-09-30;0.0;0.0;0.0;0.0;16.6;32.5;23.995833333333334;575.9;17.0;80.0;48.25;1158.0;INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2025_A_30-09-2025.CSV;2025;9;30;Primavera
