id_registro_atendimento,fk_beneficiario,data_hora,tipo_nome,tipo_descricao
1407,288,"2025-02-01 07:09:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1339,131,"2025-02-01 07:12:51",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1278,45,"2025-02-01 12:02:31",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1587,183,"2025-02-01 12:44:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1163,156,"2025-02-01 13:25:10",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1409,314,"2025-02-01 13:25:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1361,199,"2025-02-01 13:32:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1015,168,"2025-02-01 14:00:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1482,114,"2025-02-01 14:14:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1359,106,"2025-02-01 14:48:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1485,328,"2025-02-01 14:55:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1720,111,"2025-02-01 16:28:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1076,244,"2025-02-01 16:52:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1509,333,"2025-02-01 16:59:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1272,176,"2025-02-01 17:38:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1150,164,"2025-02-01 17:43:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1069,126,"2025-02-01 19:28:04",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1798,141,"2025-02-01 20:39:28",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1100,28,"2025-02-01 20:55:55",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1973,213,"2025-02-02 06:17:25",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1408,323,"2025-02-02 06:32:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1462,130,"2025-02-02 06:53:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1919,17,"2025-02-02 07:39:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1508,293,"2025-02-02 13:12:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1275,16,"2025-02-02 13:20:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1911,3,"2025-02-02 15:52:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1207,116,"2025-02-02 16:53:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1155,239,"2025-02-02 17:22:26",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1745,327,"2025-02-02 17:23:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1344,56,"2025-02-02 19:04:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1962,185,"2025-02-02 19:55:18",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1044,60,"2025-02-02 20:24:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1297,341,"2025-02-03 07:05:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1739,314,"2025-02-03 07:42:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1055,86,"2025-02-03 08:34:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1420,136,"2025-02-03 08:54:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1926,286,"2025-02-03 10:01:50",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1742,38,"2025-02-03 10:40:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1796,121,"2025-02-03 11:59:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1518,154,"2025-02-03 13:19:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1586,295,"2025-02-03 14:37:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1786,291,"2025-02-03 15:08:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1404,263,"2025-02-03 15:18:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1054,82,"2025-02-03 16:07:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1619,51,"2025-02-03 17:12:30",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1267,208,"2025-02-03 17:19:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1440,77,"2025-02-03 18:47:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1754,161,"2025-02-03 20:08:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1712,75,"2025-02-03 20:33:18",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1670,259,"2025-02-03 20:48:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1194,283,"2025-02-04 06:55:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1422,176,"2025-02-04 07:42:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1696,131,"2025-02-04 08:49:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1561,268,"2025-02-04 10:46:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1347,142,"2025-02-04 11:39:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1262,192,"2025-02-04 11:46:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1598,86,"2025-02-04 12:14:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1457,38,"2025-02-04 13:08:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1042,114,"2025-02-04 13:11:57",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1023,80,"2025-02-04 13:12:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1955,47,"2025-02-04 13:25:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1756,41,"2025-02-04 13:34:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1682,119,"2025-02-04 14:18:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1091,154,"2025-02-04 14:41:28",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1513,327,"2025-02-04 15:51:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1771,266,"2025-02-04 16:12:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1877,33,"2025-02-04 16:30:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1964,9,"2025-02-04 17:12:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1568,218,"2025-02-04 17:19:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1665,270,"2025-02-04 17:38:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1496,63,"2025-02-04 18:28:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1774,279,"2025-02-04 19:32:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1554,146,"2025-02-04 20:18:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1559,331,"2025-02-05 06:49:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1047,319,"2025-02-05 08:38:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1167,111,"2025-02-05 09:33:31",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1374,224,"2025-02-05 10:09:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1065,90,"2025-02-05 11:55:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1719,235,"2025-02-05 12:40:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1760,294,"2025-02-05 13:31:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1032,150,"2025-02-05 13:48:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1215,322,"2025-02-05 14:00:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1133,236,"2025-02-05 15:40:55",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1853,60,"2025-02-05 16:56:52",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1594,82,"2025-02-05 17:04:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1920,271,"2025-02-05 17:21:42",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1645,348,"2025-02-05 17:25:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1084,107,"2025-02-05 19:40:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1402,52,"2025-02-05 20:40:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1413,170,"2025-02-05 20:52:24",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1237,121,"2025-02-06 06:07:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1893,342,"2025-02-06 06:21:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1119,157,"2025-02-06 06:41:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1899,136,"2025-02-06 06:56:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1352,315,"2025-02-06 07:36:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1915,236,"2025-02-06 07:55:43",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1809,91,"2025-02-06 10:57:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1965,271,"2025-02-06 11:34:55",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1117,99,"2025-02-06 11:54:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1499,280,"2025-02-06 12:51:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1107,241,"2025-02-06 14:35:40",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1772,252,"2025-02-06 15:34:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1068,337,"2025-02-06 16:12:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1010,130,"2025-02-06 17:27:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1363,112,"2025-02-06 18:25:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1463,338,"2025-02-06 19:31:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1969,226,"2025-02-06 19:51:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1137,199,"2025-02-07 06:45:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1716,115,"2025-02-07 07:11:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1591,32,"2025-02-07 08:18:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1473,338,"2025-02-07 08:21:43",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1357,42,"2025-02-07 09:06:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1341,322,"2025-02-07 10:03:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1173,161,"2025-02-07 11:44:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1397,76,"2025-02-07 12:49:40",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1986,249,"2025-02-07 13:18:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1923,92,"2025-02-07 14:00:42",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1331,278,"2025-02-07 16:43:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1315,192,"2025-02-07 16:46:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1049,140,"2025-02-07 20:41:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1946,316,"2025-02-08 06:07:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1080,90,"2025-02-08 08:18:40",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1164,256,"2025-02-08 09:31:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1355,123,"2025-02-08 10:06:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1514,218,"2025-02-08 10:34:52",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1701,3,"2025-02-08 10:57:35",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1996,315,"2025-02-08 11:43:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1788,278,"2025-02-08 12:39:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1182,183,"2025-02-08 16:00:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1543,37,"2025-02-08 17:02:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1676,242,"2025-02-08 17:24:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
1605,58,"2025-02-08 17:44:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
