id_registro_atendimento,fk_beneficiario,data_hora,tipo_nome,tipo_descricao
6383,1,"2025-07-01 06:37:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6473,3,"2025-07-01 08:16:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6627,206,"2025-07-01 08:19:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6779,9,"2025-07-01 08:24:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6466,254,"2025-07-01 09:03:41",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6984,177,"2025-07-01 09:43:35",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6130,19,"2025-07-01 09:53:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6697,137,"2025-07-01 12:04:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6753,105,"2025-07-01 12:50:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6537,347,"2025-07-01 13:51:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6937,314,"2025-07-01 16:13:36",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6617,140,"2025-07-01 16:28:25",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6226,159,"2025-07-01 18:48:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6250,124,"2025-07-02 06:15:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6535,342,"2025-07-02 07:45:43",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6668,187,"2025-07-02 10:17:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6428,72,"2025-07-02 12:51:30",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6541,160,"2025-07-02 13:32:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6329,120,"2025-07-02 13:39:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6314,150,"2025-07-02 13:49:41",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6269,314,"2025-07-02 14:06:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
7000,277,"2025-07-02 14:26:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6761,150,"2025-07-02 14:52:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6820,123,"2025-07-02 15:15:26",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6505,97,"2025-07-02 15:58:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6630,277,"2025-07-02 16:25:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6010,256,"2025-07-02 19:12:08",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6671,136,"2025-07-03 07:29:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6628,327,"2025-07-03 07:43:30",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6891,16,"2025-07-03 08:40:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6323,322,"2025-07-03 10:12:57",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6798,80,"2025-07-03 11:10:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6664,101,"2025-07-03 11:25:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6411,342,"2025-07-03 11:53:52",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6976,173,"2025-07-03 11:55:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6980,269,"2025-07-03 12:07:42",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6183,241,"2025-07-03 12:40:35",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6421,148,"2025-07-03 13:23:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6045,262,"2025-07-03 13:41:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6445,73,"2025-07-03 13:41:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6561,166,"2025-07-03 14:27:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6328,16,"2025-07-03 14:29:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6762,128,"2025-07-03 14:41:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6826,75,"2025-07-03 15:08:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6153,132,"2025-07-03 15:49:52",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6260,84,"2025-07-03 16:19:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6749,312,"2025-07-03 17:12:43",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6885,278,"2025-07-03 17:56:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6930,290,"2025-07-03 19:11:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6624,15,"2025-07-03 19:12:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6626,21,"2025-07-03 20:39:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6532,103,"2025-07-04 06:39:49",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6922,272,"2025-07-04 09:06:36",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6437,99,"2025-07-04 11:04:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6585,161,"2025-07-04 11:58:04",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6565,98,"2025-07-04 12:37:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6587,283,"2025-07-04 13:40:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6400,277,"2025-07-04 14:09:18",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6206,16,"2025-07-04 14:35:57",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6576,219,"2025-07-04 14:38:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6158,338,"2025-07-04 15:26:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6264,319,"2025-07-04 16:20:42",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6412,195,"2025-07-04 17:29:41",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6174,258,"2025-07-04 20:01:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6703,284,"2025-07-04 20:11:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6802,193,"2025-07-04 20:43:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6744,341,"2025-07-05 06:52:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6924,180,"2025-07-05 07:12:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6358,198,"2025-07-05 07:31:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6247,136,"2025-07-05 09:05:52",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6709,329,"2025-07-05 10:25:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6871,319,"2025-07-05 10:54:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6448,309,"2025-07-05 10:55:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6705,237,"2025-07-05 11:02:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6296,119,"2025-07-05 11:03:41",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6774,294,"2025-07-05 12:39:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6492,125,"2025-07-05 13:22:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6989,1,"2025-07-05 14:48:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6388,223,"2025-07-05 15:32:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6780,8,"2025-07-05 18:50:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6866,169,"2025-07-05 19:44:28",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6925,327,"2025-07-05 20:42:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
6424,284,"2025-07-06 06:27:04",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
