id_registro_atendimento,fk_beneficiario,data_hora,tipo_nome,tipo_descricao
5005,148,"2025-06-01 06:43:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5484,75,"2025-06-01 11:13:45",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5010,335,"2025-06-01 11:52:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5129,311,"2025-06-01 13:00:51",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5096,276,"2025-06-01 13:31:31",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5843,212,"2025-06-01 13:59:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5364,138,"2025-06-01 14:06:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5873,27,"2025-06-01 14:26:48",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5542,108,"2025-06-01 14:34:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5036,183,"2025-06-01 14:36:57",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5159,241,"2025-06-01 16:11:39",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5627,117,"2025-06-01 16:23:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5215,315,"2025-06-01 16:26:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5999,196,"2025-06-01 16:31:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5663,8,"2025-06-01 16:52:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5043,144,"2025-06-01 16:58:31",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5242,4,"2025-06-01 17:15:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5033,170,"2025-06-01 17:19:48",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5391,250,"2025-06-01 17:26:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5990,30,"2025-06-01 18:44:04",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5925,45,"2025-06-02 06:18:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5083,241,"2025-06-02 06:26:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5040,101,"2025-06-02 06:58:32",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5363,263,"2025-06-02 07:16:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5620,187,"2025-06-02 08:04:57",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5969,203,"2025-06-02 08:17:11",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5454,200,"2025-06-02 09:08:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5944,322,"2025-06-02 10:55:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5030,181,"2025-06-02 11:47:50",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5996,323,"2025-06-02 12:22:45",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5960,164,"2025-06-02 12:37:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5276,60,"2025-06-02 14:43:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5533,261,"2025-06-02 15:52:25",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5981,50,"2025-06-02 16:41:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5418,305,"2025-06-02 16:56:33",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5462,108,"2025-06-02 17:51:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5423,186,"2025-06-02 18:36:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5446,147,"2025-06-02 19:30:51",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5187,102,"2025-06-02 19:42:29",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5835,295,"2025-06-02 20:32:07",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5723,269,"2025-06-03 06:55:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5369,86,"2025-06-03 07:33:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5592,112,"2025-06-03 08:48:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5084,136,"2025-06-03 09:26:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5291,192,"2025-06-03 10:53:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5421,132,"2025-06-03 10:59:25",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5568,6,"2025-06-03 13:00:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5986,277,"2025-06-03 13:41:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5567,339,"2025-06-03 14:27:50",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5705,174,"2025-06-03 17:26:46",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5657,29,"2025-06-03 17:42:08",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5075,350,"2025-06-03 18:08:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5573,296,"2025-06-03 18:12:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5903,224,"2025-06-03 18:20:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5966,170,"2025-06-03 19:55:26",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5419,2,"2025-06-03 20:46:59",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5469,118,"2025-06-04 06:14:51",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5765,73,"2025-06-04 06:51:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5540,183,"2025-06-04 08:52:06",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5818,312,"2025-06-04 08:55:40",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5012,170,"2025-06-04 11:53:10",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5332,101,"2025-06-04 12:01:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5700,222,"2025-06-04 14:42:19",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5661,247,"2025-06-04 16:41:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5724,129,"2025-06-04 18:59:24",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5020,82,"2025-06-04 20:21:49",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5103,192,"2025-06-05 06:36:28",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5938,271,"2025-06-05 08:38:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5621,76,"2025-06-05 09:05:45",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5071,257,"2025-06-05 09:12:45",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5356,17,"2025-06-05 09:34:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5493,224,"2025-06-05 11:00:25",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5858,114,"2025-06-05 11:23:37",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5095,171,"2025-06-05 12:13:45",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5240,340,"2025-06-05 12:34:44",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5057,176,"2025-06-05 12:40:49",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5379,113,"2025-06-05 13:49:09",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5274,183,"2025-06-05 14:14:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5459,239,"2025-06-05 16:09:17",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5642,210,"2025-06-05 19:19:10",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5467,113,"2025-06-05 20:50:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5501,181,"2025-06-06 08:06:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5344,16,"2025-06-06 09:19:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5500,241,"2025-06-06 10:09:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5893,208,"2025-06-06 10:11:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5178,346,"2025-06-06 10:47:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5269,250,"2025-06-06 12:17:02",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5241,237,"2025-06-06 13:09:33",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5117,162,"2025-06-06 13:49:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5232,81,"2025-06-06 14:32:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5670,316,"2025-06-06 15:27:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5028,189,"2025-06-06 15:57:14",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5721,129,"2025-06-06 17:12:26",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5287,340,"2025-06-06 17:20:08",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5297,87,"2025-06-06 17:59:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5764,16,"2025-06-06 18:45:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5466,119,"2025-06-06 18:49:33",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5832,332,"2025-06-06 19:23:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5585,183,"2025-06-07 06:11:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5507,263,"2025-06-07 07:30:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5874,190,"2025-06-07 07:30:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5667,314,"2025-06-07 07:38:50",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5079,138,"2025-06-07 08:08:15",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5180,125,"2025-06-07 08:16:23",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5553,279,"2025-06-07 09:23:08",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5309,320,"2025-06-07 09:38:49",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5039,305,"2025-06-07 12:45:33",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5799,169,"2025-06-07 12:59:55",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5545,226,"2025-06-07 13:25:16",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5505,165,"2025-06-07 14:36:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5717,348,"2025-06-07 15:38:00",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5107,130,"2025-06-07 15:54:13",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5248,232,"2025-06-07 16:08:54",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5485,268,"2025-06-07 16:38:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5340,15,"2025-06-07 17:29:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5628,61,"2025-06-07 18:05:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5307,120,"2025-06-07 18:19:47",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5335,314,"2025-06-07 18:54:36",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5219,91,"2025-06-07 19:28:43",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5136,331,"2025-06-07 19:31:04",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5771,318,"2025-06-07 19:50:36",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5177,258,"2025-06-07 19:51:21",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5825,228,"2025-06-07 20:33:22",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5314,304,"2025-06-08 06:05:18",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5456,17,"2025-06-08 06:39:58",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5698,130,"2025-06-08 07:11:12",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5490,262,"2025-06-08 08:06:38",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5930,281,"2025-06-08 09:20:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5953,212,"2025-06-08 09:25:05",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5798,180,"2025-06-08 10:33:53",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5458,264,"2025-06-08 11:05:27",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5731,187,"2025-06-08 16:11:03",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5273,47,"2025-06-08 17:32:31",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5715,13,"2025-06-08 18:52:35",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5669,142,"2025-06-08 19:15:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5135,1,"2025-06-09 07:28:01",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5465,182,"2025-06-09 08:09:34",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5780,165,"2025-06-09 10:13:56",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5849,93,"2025-06-09 11:36:55",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5376,182,"2025-06-09 11:54:36",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5598,135,"2025-06-09 12:36:20",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
5477,52,"2025-06-09 13:14:28",Banho,"Oferecimento de banho e cuidados de higiene pessoal."
